Ticket_ID,Open_Time,First_Response_Time,Close_Time,Agent,CSAT,NPS,Escalated,Resolved_On_First_Contact,Response_Time,Handling_Time,CSAT_Category,NPS_Category
TCKT201,2024-09-07,2024-10-17 14:00:00,2024-10-07 11:00:00,David,2,3,1,0,974.0,731.0,Poor,Detractors
TCKT202,2024-10-29,2024-10-13 12:00:00,2024-09-21 18:00:00,Eve,5,10,0,0,-372.0,-894.0,Excellent,Promoters
TCKT203,2024-10-21,2024-09-26 13:00:00,2024-10-29 11:00:00,David,2,5,1,1,-587.0,203.0,Poor,Detractors
TCKT204,2024-09-22,2024-10-10 18:00:00,2024-10-28 21:00:00,Charlie,3,5,1,0,450.0,885.0,Fair,Detractors
TCKT205,2024-09-28,2024-09-25 01:00:00,2024-09-05 18:00:00,Eve,3,7,1,1,-71.0,-534.0,Fair,Passives
TCKT206,2024-09-02,2024-10-17 08:00:00,2024-10-04 07:00:00,Charlie,4,4,1,0,1088.0,775.0,Good,Detractors
TCKT207,2024-10-12,2024-10-30 11:00:00,2024-09-07 15:00:00,Eve,2,4,1,1,443.0,-825.0,Poor,Detractors
TCKT208,2024-10-15,2024-09-12 12:00:00,2024-09-19 11:00:00,Eve,4,9,0,0,-780.0,-613.0,Good,Promoters
TCKT209,2024-10-27,2024-10-06 16:00:00,2024-09-21 15:00:00,Alice,2,6,0,1,-488.0,-849.0,Poor,Detractors
TCKT210,2024-10-23,2024-09-04 05:00:00,2024-10-19 07:00:00,Alice,4,4,1,1,-1171.0,-89.0,Good,Detractors
TCKT211,2024-09-06,2024-10-26 05:00:00,2024-09-22 10:00:00,Alice,3,2,1,0,1205.0,394.0,Fair,Detractors
TCKT212,2024-09-28,2024-09-08 10:00:00,2024-09-27 12:00:00,Bob,5,6,0,1,-470.0,-12.0,Excellent,Detractors
TCKT213,2024-09-28,2024-10-19 09:00:00,2024-10-27 14:00:00,Eve,4,2,1,0,513.0,710.0,Good,Detractors
TCKT214,2024-10-14,2024-10-24 19:00:00,2024-10-28 05:00:00,Eve,2,5,1,0,259.0,341.0,Poor,Detractors
TCKT215,2024-10-14,2024-09-29 14:00:00,2024-10-29 21:00:00,David,2,6,1,0,-346.0,381.0,Poor,Detractors
TCKT216,2024-09-20,2024-10-10 09:00:00,2024-09-19 05:00:00,Eve,3,4,0,1,489.0,-19.0,Fair,Detractors
TCKT217,2024-09-30,2024-09-22 11:00:00,2024-09-04 23:00:00,David,2,3,0,1,-181.0,-601.0,Poor,Detractors
TCKT218,2024-09-11,2024-09-23 01:00:00,2024-09-27 05:00:00,David,1,7,0,0,289.0,389.0,Poor,Passives
TCKT219,2024-10-28,2024-10-16 05:00:00,2024-09-25 17:00:00,Alice,5,2,0,1,-283.0,-775.0,Excellent,Detractors
TCKT220,2024-10-25,2024-09-21 14:00:00,2024-09-20 19:00:00,David,4,6,1,0,-802.0,-821.0,Good,Detractors
TCKT221,2024-09-28,2024-10-06 22:00:00,2024-09-26 21:00:00,Bob,5,4,0,0,214.0,-27.0,Excellent,Detractors
TCKT222,2024-09-25,2024-09-23 01:00:00,2024-09-13 09:00:00,Bob,3,6,0,0,-47.0,-279.0,Fair,Detractors
TCKT223,2024-10-09,2024-10-24 23:00:00,2024-10-04 18:00:00,Bob,4,4,1,0,383.0,-102.0,Good,Detractors
TCKT224,2024-10-03,2024-10-21 08:00:00,2024-10-24 04:00:00,David,4,4,0,0,440.0,508.0,Good,Detractors
TCKT225,2024-09-01,2024-09-15 21:00:00,2024-10-13 07:00:00,Charlie,1,4,1,0,357.0,1015.0,Poor,Detractors
TCKT226,2024-10-27,2024-10-17 09:00:00,2024-09-23 23:00:00,Alice,3,9,0,1,-231.0,-793.0,Fair,Promoters
TCKT227,2024-09-27,2024-10-23 09:00:00,2024-10-04 17:00:00,Bob,2,7,1,0,633.0,185.0,Poor,Passives
TCKT228,2024-10-27,2024-09-10 20:00:00,2024-09-25 02:00:00,Bob,1,3,0,1,-1108.0,-766.0,Poor,Detractors
TCKT229,2024-10-22,2024-10-27 21:00:00,2024-09-29 11:00:00,Bob,1,3,1,1,141.0,-541.0,Poor,Detractors
TCKT230,2024-09-13,2024-09-26 09:00:00,2024-10-12 07:00:00,Alice,5,6,0,0,321.0,703.0,Excellent,Detractors
TCKT231,2024-10-11,2024-10-05 20:00:00,2024-09-23 17:00:00,Alice,5,6,1,1,-124.0,-415.0,Excellent,Detractors
TCKT232,2024-09-03,2024-09-25 11:00:00,2024-09-18 02:00:00,David,5,4,0,0,539.0,362.0,Excellent,Detractors
TCKT233,2024-10-09,2024-10-08 02:00:00,2024-09-07 14:00:00,Alice,1,9,1,1,-22.0,-754.0,Poor,Promoters
TCKT234,2024-09-06,2024-09-07 18:00:00,2024-09-07 02:00:00,David,2,4,0,0,42.0,26.0,Poor,Detractors
TCKT235,2024-09-08,2024-09-27 02:00:00,2024-09-02 10:00:00,Eve,4,9,1,1,458.0,-134.0,Good,Promoters
TCKT236,2024-09-27,2024-09-27 17:00:00,2024-09-22 05:00:00,Charlie,5,4,1,1,17.0,-115.0,Excellent,Detractors
TCKT237,2024-09-09,2024-10-13 12:00:00,2024-09-03 22:00:00,Bob,2,2,0,1,828.0,-122.0,Poor,Detractors
TCKT238,2024-10-07,2024-10-29 19:00:00,2024-10-19 02:00:00,Eve,3,2,1,0,547.0,290.0,Fair,Detractors
TCKT239,2024-10-03,2024-10-24 07:00:00,2024-09-11 02:00:00,Bob,5,5,1,1,511.0,-526.0,Excellent,Detractors
TCKT240,2024-10-21,2024-10-22 06:00:00,2024-09-17 16:00:00,David,4,4,1,1,30.0,-800.0,Good,Detractors
TCKT241,2024-10-12,2024-10-23 01:00:00,2024-10-22 07:00:00,Eve,3,7,0,1,265.0,247.0,Fair,Passives
TCKT242,2024-10-14,2024-10-19 11:00:00,2024-09-23 12:00:00,David,3,5,0,1,131.0,-492.0,Fair,Detractors
TCKT243,2024-09-24,2024-09-22 18:00:00,2024-09-25 15:00:00,David,4,6,0,1,-30.0,39.0,Good,Detractors
TCKT244,2024-09-15,2024-09-21 17:00:00,2024-10-11 06:00:00,Eve,5,10,0,0,161.0,630.0,Excellent,Promoters
TCKT245,2024-10-29,2024-09-07 17:00:00,2024-10-30 10:00:00,David,1,4,1,0,-1231.0,34.0,Poor,Detractors
TCKT246,2024-10-24,2024-09-20 09:00:00,2024-10-06 19:00:00,Alice,4,2,0,0,-807.0,-413.0,Good,Detractors
TCKT247,2024-10-02,2024-10-19 20:00:00,2024-10-20 07:00:00,Bob,4,10,0,0,428.0,439.0,Good,Promoters
TCKT248,2024-10-02,2024-10-24 22:00:00,2024-09-22 20:00:00,David,4,9,1,0,550.0,-220.0,Good,Promoters
TCKT249,2024-09-24,2024-09-28 08:00:00,2024-09-27 04:00:00,Alice,3,10,1,0,104.0,76.0,Fair,Promoters
TCKT250,2024-10-11,2024-10-19 07:00:00,2024-10-17 20:00:00,David,2,7,0,0,199.0,164.0,Poor,Passives
TCKT251,2024-10-22,2024-09-01 13:00:00,2024-09-23 15:00:00,Bob,1,4,0,0,-1211.0,-681.0,Poor,Detractors
TCKT252,2024-10-19,2024-09-30 23:00:00,2024-10-27 08:00:00,Eve,5,3,1,0,-433.0,200.0,Excellent,Detractors
TCKT253,2024-10-19,2024-10-21 19:00:00,2024-09-22 15:00:00,Eve,5,10,0,1,67.0,-633.0,Excellent,Promoters
TCKT254,2024-10-28,2024-10-02 17:00:00,2024-09-23 20:00:00,David,2,3,1,0,-607.0,-820.0,Poor,Detractors
TCKT255,2024-10-22,2024-10-15 16:00:00,2024-09-29 14:00:00,Alice,4,9,1,0,-152.0,-538.0,Good,Promoters
TCKT256,2024-09-12,2024-10-10 19:00:00,2024-09-28 09:00:00,Bob,1,5,0,0,691.0,393.0,Poor,Detractors
TCKT257,2024-10-09,2024-09-18 01:00:00,2024-10-11 17:00:00,Alice,5,3,1,0,-503.0,65.0,Excellent,Detractors
TCKT258,2024-09-02,2024-09-14 19:00:00,2024-09-03 03:00:00,Bob,5,5,1,0,307.0,27.0,Excellent,Detractors
TCKT259,2024-09-03,2024-10-17 18:00:00,2024-09-09 12:00:00,Charlie,4,2,1,1,1074.0,156.0,Good,Detractors
TCKT260,2024-10-19,2024-09-02 22:00:00,2024-10-04 10:00:00,Bob,2,4,1,1,-1106.0,-350.0,Poor,Detractors
TCKT261,2024-10-07,2024-09-28 17:00:00,2024-10-23 03:00:00,Alice,1,10,1,0,-199.0,387.0,Poor,Promoters
TCKT262,2024-10-19,2024-10-20 06:00:00,2024-09-07 07:00:00,Eve,2,2,0,0,30.0,-1001.0,Poor,Detractors
TCKT263,2024-10-26,2024-10-21 04:00:00,2024-10-23 23:00:00,David,2,2,1,1,-116.0,-49.0,Poor,Detractors
TCKT264,2024-09-17,2024-09-01 08:00:00,2024-09-26 18:00:00,Alice,1,8,1,0,-376.0,234.0,Poor,Passives
TCKT265,2024-10-29,2024-09-29 23:00:00,2024-10-14 19:00:00,Bob,1,1,0,1,-697.0,-341.0,Poor,Detractors
TCKT266,2024-10-19,2024-10-09 03:00:00,2024-09-06 19:00:00,Eve,5,7,1,1,-237.0,-1013.0,Excellent,Passives
TCKT267,2024-09-02,2024-10-02 10:00:00,2024-09-12 12:00:00,Bob,5,5,1,0,730.0,252.0,Excellent,Detractors
TCKT268,2024-09-02,2024-09-10 19:00:00,2024-09-11 08:00:00,Charlie,1,8,1,1,211.0,224.0,Poor,Passives
TCKT269,2024-09-28,2024-10-16 02:00:00,2024-09-25 09:00:00,Eve,3,1,1,1,434.0,-63.0,Fair,Detractors
TCKT270,2024-10-24,2024-10-30 01:00:00,2024-10-07 05:00:00,Eve,5,7,1,1,145.0,-403.0,Excellent,Passives
TCKT271,2024-09-23,2024-09-23 23:00:00,2024-09-22 08:00:00,Bob,3,5,0,0,23.0,-16.0,Fair,Detractors
TCKT272,2024-10-07,2024-09-28 18:00:00,2024-10-26 09:00:00,Charlie,1,4,1,0,-198.0,465.0,Poor,Detractors
TCKT273,2024-10-02,2024-09-07 08:00:00,2024-10-18 15:00:00,Eve,5,7,1,0,-592.0,399.0,Excellent,Passives
TCKT274,2024-10-03,2024-09-01 23:00:00,2024-10-19 14:00:00,Bob,2,10,1,0,-745.0,398.0,Poor,Promoters
TCKT275,2024-09-01,2024-09-03 23:00:00,2024-10-11 18:00:00,Charlie,1,2,0,1,71.0,978.0,Poor,Detractors
TCKT276,2024-09-19,2024-10-29 08:00:00,2024-10-13 20:00:00,Eve,4,1,0,0,968.0,596.0,Good,Detractors
TCKT277,2024-09-02,2024-10-24 15:00:00,2024-09-07 12:00:00,David,3,1,1,1,1263.0,132.0,Fair,Detractors
TCKT278,2024-10-23,2024-10-07 03:00:00,2024-09-03 07:00:00,Alice,1,1,0,0,-381.0,-1193.0,Poor,Detractors
TCKT279,2024-10-14,2024-10-21 01:00:00,2024-09-17 03:00:00,Eve,1,5,1,0,169.0,-645.0,Poor,Detractors
TCKT280,2024-09-26,2024-09-28 15:00:00,2024-10-16 03:00:00,Eve,5,10,0,0,63.0,483.0,Excellent,Promoters
TCKT281,2024-10-02,2024-09-08 02:00:00,2024-09-28 18:00:00,Eve,5,7,0,0,-574.0,-78.0,Excellent,Passives
TCKT282,2024-09-06,2024-10-05 14:00:00,2024-10-14 08:00:00,Charlie,5,2,0,0,710.0,920.0,Excellent,Detractors
TCKT283,2024-10-02,2024-10-02 14:00:00,2024-10-09 01:00:00,Eve,4,10,0,1,14.0,169.0,Good,Promoters
TCKT284,2024-10-25,2024-10-13 16:00:00,2024-09-29 01:00:00,Bob,5,8,1,1,-272.0,-623.0,Excellent,Passives
TCKT285,2024-09-04,2024-09-04 20:00:00,2024-10-26 08:00:00,Alice,1,4,0,1,20.0,1256.0,Poor,Detractors
TCKT286,2024-10-25,2024-10-07 22:00:00,2024-10-08 16:00:00,Eve,5,3,0,0,-410.0,-392.0,Excellent,Detractors
TCKT287,2024-09-11,2024-09-21 14:00:00,2024-10-14 05:00:00,Eve,2,10,1,1,254.0,797.0,Poor,Promoters
TCKT288,2024-10-26,2024-10-01 23:00:00,2024-09-05 06:00:00,David,5,8,0,1,-577.0,-1218.0,Excellent,Passives
TCKT289,2024-10-29,2024-10-18 18:00:00,2024-10-17 22:00:00,Eve,4,2,0,1,-246.0,-266.0,Good,Detractors
TCKT290,2024-09-17,2024-09-07 10:00:00,2024-09-20 09:00:00,Alice,2,3,0,0,-230.0,81.0,Poor,Detractors
TCKT291,2024-10-08,2024-09-07 01:00:00,2024-09-13 11:00:00,Eve,1,3,1,1,-743.0,-589.0,Poor,Detractors
TCKT292,2024-09-24,2024-09-23 21:00:00,2024-10-17 23:00:00,Alice,1,10,1,0,-3.0,575.0,Poor,Promoters
TCKT293,2024-09-05,2024-09-19 16:00:00,2024-09-17 01:00:00,Charlie,3,1,0,0,352.0,289.0,Fair,Detractors
TCKT294,2024-10-22,2024-09-19 04:00:00,2024-10-16 23:00:00,Alice,2,6,1,1,-788.0,-121.0,Poor,Detractors
TCKT295,2024-10-04,2024-09-29 18:00:00,2024-10-24 21:00:00,Bob,3,2,1,0,-102.0,501.0,Fair,Detractors
TCKT296,2024-09-06,2024-09-02 01:00:00,2024-10-01 13:00:00,Eve,2,1,1,1,-95.0,613.0,Poor,Detractors
TCKT297,2024-09-22,2024-10-17 05:00:00,2024-10-05 04:00:00,David,2,2,0,0,605.0,316.0,Poor,Detractors
TCKT298,2024-09-11,2024-09-20 11:00:00,2024-09-29 06:00:00,Charlie,4,6,0,1,227.0,438.0,Good,Detractors
TCKT299,2024-10-18,2024-10-12 02:00:00,2024-10-29 23:00:00,Charlie,3,4,1,0,-142.0,287.0,Fair,Detractors
TCKT300,2024-09-16,2024-09-03 23:00:00,2024-09-28 05:00:00,Eve,4,6,0,0,-289.0,293.0,Good,Detractors
TCKT301,2024-10-03,2024-10-25 12:00:00,2024-09-26 03:00:00,David,2,9,0,1,540.0,-165.0,Poor,Promoters
TCKT302,2024-09-09,2024-09-20 05:00:00,2024-10-04 04:00:00,David,1,10,1,1,269.0,604.0,Poor,Promoters
TCKT303,2024-10-30,2024-10-07 06:00:00,2024-09-26 20:00:00,Alice,2,10,1,0,-546.0,-796.0,Poor,Promoters
TCKT304,2024-10-29,2024-09-30 09:00:00,2024-10-05 05:00:00,David,4,8,1,1,-687.0,-571.0,Good,Passives
TCKT305,2024-09-06,2024-10-04 21:00:00,2024-10-06 09:00:00,David,3,1,0,1,693.0,729.0,Fair,Detractors
TCKT306,2024-09-16,2024-10-14 03:00:00,2024-10-23 06:00:00,Bob,3,8,1,1,675.0,894.0,Fair,Passives
TCKT307,2024-09-29,2024-10-22 22:00:00,2024-10-21 06:00:00,Bob,4,9,1,1,574.0,534.0,Good,Promoters
TCKT308,2024-09-03,2024-10-14 17:00:00,2024-09-20 12:00:00,Charlie,3,6,0,1,1001.0,420.0,Fair,Detractors
TCKT309,2024-09-20,2024-09-10 14:00:00,2024-10-28 11:00:00,Bob,5,10,1,0,-226.0,923.0,Excellent,Promoters
TCKT310,2024-10-30,2024-09-23 17:00:00,2024-09-03 15:00:00,David,1,5,0,0,-871.0,-1353.0,Poor,Detractors
TCKT311,2024-10-29,2024-10-20 19:00:00,2024-10-15 12:00:00,Bob,1,6,0,0,-197.0,-324.0,Poor,Detractors
TCKT312,2024-10-06,2024-09-17 14:00:00,2024-09-10 21:00:00,David,1,6,0,0,-442.0,-603.0,Poor,Detractors
TCKT313,2024-09-19,2024-09-09 08:00:00,2024-09-25 02:00:00,David,3,9,1,1,-232.0,146.0,Fair,Promoters
TCKT314,2024-09-26,2024-09-02 13:00:00,2024-09-23 03:00:00,Charlie,3,4,1,0,-563.0,-69.0,Fair,Detractors
TCKT315,2024-09-03,2024-09-25 07:00:00,2024-09-13 16:00:00,Charlie,2,2,1,0,535.0,256.0,Poor,Detractors
TCKT316,2024-09-19,2024-09-09 22:00:00,2024-09-22 01:00:00,David,2,9,0,1,-218.0,73.0,Poor,Promoters
TCKT317,2024-09-20,2024-09-22 11:00:00,2024-09-22 03:00:00,Alice,1,2,0,1,59.0,51.0,Poor,Detractors
TCKT318,2024-10-02,2024-10-16 04:00:00,2024-10-23 02:00:00,Bob,5,10,1,0,340.0,506.0,Excellent,Promoters
TCKT319,2024-09-07,2024-09-26 13:00:00,2024-10-12 19:00:00,David,2,9,0,1,469.0,859.0,Poor,Promoters
TCKT320,2024-10-22,2024-10-04 23:00:00,2024-10-18 18:00:00,Eve,2,2,0,0,-409.0,-78.0,Poor,Detractors
TCKT321,2024-10-11,2024-10-07 11:00:00,2024-10-29 11:00:00,Bob,3,8,0,1,-85.0,443.0,Fair,Passives
TCKT322,2024-10-03,2024-09-06 18:00:00,2024-10-28 23:00:00,Charlie,5,9,1,1,-630.0,623.0,Excellent,Promoters
TCKT323,2024-10-10,2024-09-21 10:00:00,2024-10-19 22:00:00,Eve,1,10,0,0,-446.0,238.0,Poor,Promoters
TCKT324,2024-10-09,2024-10-06 09:00:00,2024-09-18 05:00:00,Alice,2,9,0,0,-63.0,-499.0,Poor,Promoters
TCKT325,2024-09-18,2024-10-08 02:00:00,2024-10-15 11:00:00,David,5,10,0,1,482.0,659.0,Excellent,Promoters
TCKT326,2024-10-10,2024-09-17 05:00:00,2024-10-01 15:00:00,Bob,5,9,1,1,-547.0,-201.0,Excellent,Promoters
TCKT327,2024-09-01,2024-09-25 06:00:00,2024-09-28 03:00:00,Charlie,1,2,1,1,582.0,651.0,Poor,Detractors
TCKT328,2024-09-11,2024-10-28 12:00:00,2024-10-04 20:00:00,Charlie,5,4,0,0,1140.0,572.0,Excellent,Detractors
TCKT329,2024-09-28,2024-09-23 21:00:00,2024-09-17 02:00:00,Eve,5,7,1,1,-99.0,-262.0,Excellent,Passives
TCKT330,2024-10-27,2024-10-12 22:00:00,2024-09-03 03:00:00,Alice,5,2,1,0,-338.0,-1293.0,Excellent,Detractors
TCKT331,2024-09-25,2024-09-21 06:00:00,2024-10-11 15:00:00,Charlie,2,1,0,0,-90.0,399.0,Poor,Detractors
TCKT332,2024-10-20,2024-09-27 08:00:00,2024-10-10 06:00:00,Alice,1,3,0,0,-544.0,-234.0,Poor,Detractors
TCKT333,2024-09-23,2024-10-04 12:00:00,2024-09-10 20:00:00,Bob,5,4,0,1,276.0,-292.0,Excellent,Detractors
TCKT334,2024-10-01,2024-10-15 21:00:00,2024-09-02 08:00:00,Charlie,5,8,0,0,357.0,-688.0,Excellent,Passives
TCKT335,2024-09-30,2024-09-07 10:00:00,2024-10-26 23:00:00,Bob,2,6,0,1,-542.0,647.0,Poor,Detractors
TCKT336,2024-10-12,2024-10-15 17:00:00,2024-09-04 04:00:00,Eve,1,2,0,0,89.0,-908.0,Poor,Detractors
TCKT337,2024-10-05,2024-09-26 21:00:00,2024-10-29 15:00:00,Eve,3,9,0,0,-195.0,591.0,Fair,Promoters
TCKT338,2024-09-07,2024-09-28 14:00:00,2024-10-09 15:00:00,David,2,2,1,0,518.0,783.0,Poor,Detractors
TCKT339,2024-10-30,2024-09-02 22:00:00,2024-09-22 03:00:00,Eve,1,5,1,0,-1370.0,-909.0,Poor,Detractors
TCKT340,2024-09-16,2024-10-13 01:00:00,2024-10-28 21:00:00,Alice,5,4,0,1,649.0,1029.0,Excellent,Detractors
TCKT341,2024-09-26,2024-10-21 21:00:00,2024-10-24 14:00:00,David,1,7,0,0,621.0,686.0,Poor,Passives
TCKT342,2024-10-18,2024-10-06 19:00:00,2024-10-23 14:00:00,David,1,8,0,1,-269.0,134.0,Poor,Passives
TCKT343,2024-10-27,2024-09-26 21:00:00,2024-10-07 12:00:00,David,1,5,1,0,-723.0,-468.0,Poor,Detractors
TCKT344,2024-10-22,2024-09-11 08:00:00,2024-09-18 07:00:00,David,3,10,1,1,-976.0,-809.0,Fair,Promoters
TCKT345,2024-10-30,2024-09-11 04:00:00,2024-09-10 03:00:00,Alice,1,5,0,1,-1172.0,-1197.0,Poor,Detractors
TCKT346,2024-10-19,2024-10-19 07:00:00,2024-09-14 15:00:00,Charlie,3,2,1,1,7.0,-825.0,Fair,Detractors
TCKT347,2024-09-02,2024-10-10 03:00:00,2024-09-19 19:00:00,Bob,5,8,1,1,915.0,427.0,Excellent,Passives
TCKT348,2024-09-01,2024-10-24 02:00:00,2024-10-04 06:00:00,Bob,3,2,0,1,1274.0,798.0,Fair,Detractors
TCKT349,2024-10-18,2024-10-25 15:00:00,2024-10-30 23:00:00,David,5,10,0,1,183.0,311.0,Excellent,Promoters
TCKT350,2024-09-12,2024-09-24 22:00:00,2024-10-30 02:00:00,David,5,6,1,1,310.0,1154.0,Excellent,Detractors
TCKT351,2024-09-05,2024-09-22 05:00:00,2024-10-27 14:00:00,David,3,8,0,0,413.0,1262.0,Fair,Passives
TCKT352,2024-10-07,2024-10-26 01:00:00,2024-10-09 14:00:00,Eve,2,6,0,0,457.0,62.0,Poor,Detractors
TCKT353,2024-10-02,2024-10-28 04:00:00,2024-10-07 21:00:00,David,4,4,0,1,628.0,141.0,Good,Detractors
TCKT354,2024-10-29,2024-10-17 20:00:00,2024-09-09 03:00:00,Eve,1,4,0,1,-268.0,-1197.0,Poor,Detractors
TCKT355,2024-10-25,2024-09-19 03:00:00,2024-09-20 14:00:00,Alice,4,6,0,1,-861.0,-826.0,Good,Detractors
TCKT356,2024-09-09,2024-10-22 11:00:00,2024-10-30 20:00:00,Alice,1,4,1,1,1043.0,1244.0,Poor,Detractors
TCKT357,2024-10-11,2024-09-17 13:00:00,2024-10-20 08:00:00,Eve,1,8,0,0,-563.0,224.0,Poor,Passives
TCKT358,2024-10-05,2024-10-13 02:00:00,2024-09-25 14:00:00,Charlie,5,9,1,0,194.0,-226.0,Excellent,Promoters
TCKT359,2024-09-19,2024-09-09 02:00:00,2024-09-27 06:00:00,Bob,1,1,0,1,-238.0,198.0,Poor,Detractors
TCKT360,2024-10-18,2024-10-23 09:00:00,2024-09-24 22:00:00,David,1,4,1,1,129.0,-554.0,Poor,Detractors
TCKT361,2024-09-16,2024-09-09 08:00:00,2024-10-19 19:00:00,Eve,3,4,1,0,-160.0,811.0,Fair,Detractors
TCKT362,2024-09-03,2024-09-17 01:00:00,2024-10-17 19:00:00,Eve,4,2,0,1,337.0,1075.0,Good,Detractors
TCKT363,2024-09-20,2024-09-25 11:00:00,2024-09-04 10:00:00,Alice,3,6,0,0,131.0,-374.0,Fair,Detractors
TCKT364,2024-09-24,2024-10-10 10:00:00,2024-09-20 09:00:00,Charlie,1,3,1,0,394.0,-87.0,Poor,Detractors
TCKT365,2024-10-24,2024-09-25 07:00:00,2024-09-29 20:00:00,Bob,5,7,0,1,-689.0,-580.0,Excellent,Passives
TCKT366,2024-10-26,2024-10-05 03:00:00,2024-10-16 07:00:00,Charlie,3,5,0,0,-501.0,-233.0,Fair,Detractors
TCKT367,2024-10-03,2024-10-20 05:00:00,2024-09-15 09:00:00,Alice,3,4,0,1,413.0,-423.0,Fair,Detractors
TCKT368,2024-09-24,2024-10-14 12:00:00,2024-10-30 23:00:00,Charlie,2,5,0,0,492.0,887.0,Poor,Detractors
TCKT369,2024-10-22,2024-10-21 06:00:00,2024-10-28 19:00:00,Charlie,1,8,0,1,-18.0,163.0,Poor,Passives
TCKT370,2024-09-11,2024-10-04 12:00:00,2024-10-18 20:00:00,David,5,3,1,1,564.0,908.0,Excellent,Detractors
TCKT371,2024-10-19,2024-09-19 05:00:00,2024-09-15 06:00:00,David,3,7,1,0,-715.0,-810.0,Fair,Passives
TCKT372,2024-09-08,2024-10-14 17:00:00,2024-10-24 04:00:00,Eve,3,6,0,1,881.0,1108.0,Fair,Detractors
TCKT373,2024-10-06,2024-09-17 10:00:00,2024-10-11 17:00:00,Eve,5,1,0,1,-446.0,137.0,Excellent,Detractors
TCKT374,2024-10-08,2024-10-27 23:00:00,2024-10-01 09:00:00,Bob,1,7,0,0,479.0,-159.0,Poor,Passives
TCKT375,2024-10-10,2024-10-19 15:00:00,2024-10-04 20:00:00,Alice,2,7,0,0,231.0,-124.0,Poor,Passives
TCKT376,2024-09-20,2024-09-12 16:00:00,2024-09-26 14:00:00,Alice,3,1,0,1,-176.0,158.0,Fair,Detractors
TCKT377,2024-10-05,2024-09-24 19:00:00,2024-09-12 21:00:00,David,2,9,1,0,-245.0,-531.0,Poor,Promoters
TCKT378,2024-10-18,2024-09-08 21:00:00,2024-10-06 09:00:00,Bob,4,6,0,1,-939.0,-279.0,Good,Detractors
TCKT379,2024-09-25,2024-09-17 23:00:00,2024-10-30 14:00:00,Charlie,1,2,0,1,-169.0,854.0,Poor,Detractors
TCKT380,2024-10-05,2024-10-07 22:00:00,2024-10-01 09:00:00,David,4,5,1,1,70.0,-87.0,Good,Detractors
TCKT381,2024-09-25,2024-09-16 06:00:00,2024-09-05 04:00:00,David,4,4,0,1,-210.0,-476.0,Good,Detractors
TCKT382,2024-09-29,2024-09-08 18:00:00,2024-09-29 08:00:00,Alice,4,7,1,1,-486.0,8.0,Good,Passives
TCKT383,2024-09-18,2024-09-25 12:00:00,2024-09-03 09:00:00,Alice,1,8,0,1,180.0,-351.0,Poor,Passives
TCKT384,2024-10-16,2024-09-15 09:00:00,2024-10-17 22:00:00,Alice,1,1,0,0,-735.0,46.0,Poor,Detractors
TCKT385,2024-09-18,2024-10-15 15:00:00,2024-10-12 23:00:00,Bob,5,5,1,0,663.0,599.0,Excellent,Detractors
TCKT386,2024-09-02,2024-10-02 10:00:00,2024-09-17 17:00:00,Charlie,2,3,0,0,730.0,377.0,Poor,Detractors
TCKT387,2024-10-24,2024-09-16 07:00:00,2024-10-19 12:00:00,Charlie,2,1,1,0,-905.0,-108.0,Poor,Detractors
TCKT388,2024-10-05,2024-09-17 23:00:00,2024-10-06 11:00:00,Eve,5,3,1,1,-409.0,35.0,Excellent,Detractors
TCKT389,2024-09-16,2024-09-26 21:00:00,2024-10-17 18:00:00,David,5,6,0,0,261.0,762.0,Excellent,Detractors
TCKT390,2024-10-11,2024-09-22 07:00:00,2024-09-22 21:00:00,Alice,4,7,1,0,-449.0,-435.0,Good,Passives
TCKT391,2024-10-06,2024-09-14 15:00:00,2024-09-06 16:00:00,Bob,5,8,1,1,-513.0,-704.0,Excellent,Passives
TCKT392,2024-10-03,2024-10-23 07:00:00,2024-09-21 05:00:00,David,3,4,0,0,487.0,-283.0,Fair,Detractors
TCKT393,2024-09-04,2024-09-09 19:00:00,2024-09-04 12:00:00,Charlie,2,3,0,1,139.0,12.0,Poor,Detractors
TCKT394,2024-10-03,2024-10-18 08:00:00,2024-10-04 21:00:00,Charlie,5,5,1,0,368.0,45.0,Excellent,Detractors
TCKT395,2024-09-14,2024-10-20 23:00:00,2024-09-10 09:00:00,Charlie,3,9,0,0,887.0,-87.0,Fair,Promoters
TCKT396,2024-09-21,2024-09-29 18:00:00,2024-09-05 03:00:00,Eve,3,6,0,1,210.0,-381.0,Fair,Detractors
TCKT397,2024-10-18,2024-10-01 20:00:00,2024-09-18 02:00:00,Charlie,3,9,0,0,-388.0,-718.0,Fair,Promoters
TCKT398,2024-09-20,2024-10-09 03:00:00,2024-09-25 01:00:00,Charlie,3,6,1,1,459.0,121.0,Fair,Detractors
TCKT399,2024-10-26,2024-09-18 10:00:00,2024-09-09 13:00:00,Charlie,4,2,0,0,-902.0,-1115.0,Good,Detractors
TCKT400,2024-09-08,2024-10-09 17:00:00,2024-09-24 15:00:00,Alice,3,5,1,0,761.0,399.0,Fair,Detractors
TCKT401,2024-09-07,2024-09-14 03:00:00,2024-10-11 12:00:00,Eve,4,9,1,0,171.0,828.0,Good,Promoters
TCKT402,2024-09-03,2024-10-14 13:00:00,2024-10-25 12:00:00,Alice,4,8,1,0,997.0,1260.0,Good,Passives
